,ew,ew,ols,ols,ridge,ridge,xgb,xgb
,ic,ls,ic,ls,ic,ls,ic,ls
date,,,,,,,,
2019-02-05,0.03151789304912484,0.009600664771218367,-0.09623796752954511,-0.019054287299522774,-0.09647908200215391,-0.01954685215839827,-0.028311551859176453,0.0015906371278833088
2019-03-07,-0.04050347443529725,-0.005618931974843609,0.05919572705024026,0.009140518535801383,0.06199934297436014,0.00838466362271894,0.09642184217051844,0.016834209411108747
2019-04-05,-0.030523817931698193,7.223862733546707e-05,-0.07891569280679255,-0.005345606322857363,-0.07886291713637661,-0.0024556460761791746,-0.038541219876296176,-0.008944340655080181
2019-05-07,0.16475050883895467,0.0336180381152937,-0.2711877048210187,-0.06293794459262639,-0.27367002400128837,-0.06062140656944767,-0.02149716123150326,-0.0025314425310175304
2019-06-06,-0.03360145293652265,-0.0057798073211413545,0.05733717791324655,0.00668551531358158,0.05814210303255807,0.008400503456440361,0.1297912341141024,0.015055204844781539
2019-07-08,0.041113895884597906,0.017237877529841877,0.023897054912051654,0.016794416685033797,0.022568520373345412,0.015414822158019575,0.04993304891153185,0.007787761098203332
2019-08-06,0.1623134540956804,0.03146582681505721,0.034735921823819085,0.025335917877741476,0.0329910094222402,0.019499159547661203,0.028905007472967325,0.01405216082705783
2019-09-05,-0.017112744176366317,-0.007748851531191794,0.07464400123455477,0.012200922957850482,0.07306444517760914,0.01126620072520201,-0.1699892626846363,-0.022376434069736197
2019-10-04,-0.2367796029827489,-0.06371902862328686,-0.12843516514004893,-0.0380222329081674,-0.13071769688744667,-0.039778245098704416,-0.16580415425475495,-0.03793006725259471
2019-11-04,-0.021642803930973252,-0.002655394349271355,-0.05493755257407021,-0.005506172245005837,-0.05536601757887386,-0.006160318917004509,0.10751570479504677,0.008882018400494756
2019-12-04,-0.2021897308226621,-0.03487068643108143,-0.05246029809817448,-0.004400632291725572,-0.050318491164847316,-0.004400632291725572,0.05676722237625755,0.008584000250223912
2020-01-06,0.08864678866551116,0.012838776601300407,-0.09254518221816252,-0.016715210503867577,-0.09335152630936946,-0.01729184097840079,0.07340483130617928,0.021399767873587654
2020-02-05,0.14896029233809904,0.05612245379401813,-0.07882732301866698,-0.021775285518396276,-0.08154024086337786,-0.022786691176348017,0.07912660890645837,0.016786555328181074
2020-03-06,0.04112190330677725,0.026719583065978686,0.003788788242569755,0.005369464992517309,0.002642035835313146,0.005369464992517309,0.1487641210330286,0.045302371639280636
2020-04-06,-0.011782020689622079,-0.0008694874950441189,-0.05639090786324915,-0.028131973753297387,-0.0572509303886279,-0.028131973753297415,-0.037812682748801174,-0.029590416861022706
2020-05-06,-0.267896673907783,-0.15504626711915295,-0.3553502573006973,-0.19173961952214388,-0.3609105846658792,-0.19136159688575577,-0.32160175327792784,-0.1271781994811014
2020-06-05,0.2790376106947881,0.08601985775770221,0.2640418117517931,0.08439576025457017,0.2690077743385548,0.08439576025457017,0.2125716605390472,0.05891375271006899
2020-07-07,0.05054691429947245,0.001175783476415157,-0.04047026084638568,-0.018658568751273752,-0.039403061838694,-0.016157844417222247,-0.07124557696193713,-0.035456249204329375
2020-08-05,-0.15657420385314863,-0.03197111932533221,0.021264978137401164,-0.00801783653277599,0.021912445343502913,-0.00801346414164164,0.0366295267617987,0.023690923521102157
2020-09-03,0.025205942671407498,0.006374441178890722,-0.021057261951339053,-0.0035020057492526945,-0.020352424233304238,-0.003332030379215543,-0.0752737392997949,-0.003760014603300753
2020-10-05,0.016832266358254258,-0.008903892879425241,0.05193939201767925,0.007868040793702843,0.05318394249083146,0.0063324263235243,-0.17711057495132107,-0.04638643845762495
2020-11-03,-0.36851787039983025,-0.11922991877139545,0.09911735072648212,0.03732510987398656,0.1010009014741754,0.039901384383556435,0.08527296672983413,0.01914119872340775
2020-12-03,0.011667218109719062,0.001935710416866257,-0.056207487444382455,-0.005261788222756639,-0.05512409114777522,-0.004659429308923119,0.04674123493613961,-0.005086328028274457
2021-01-05,-0.039706731062046405,-0.010516126907760999,0.14977068199513746,0.028606346768967457,0.1523191061025816,0.027274519717761653,-0.07699817701151376,-0.015870324409176247
2021-02-04,-0.15417236215911997,-0.04792421694485394,0.3919498537635342,0.13413418623424048,0.3935715990811669,0.13657846621579184,0.0784472541774969,0.02800087864106919
2021-03-08,0.08472670667578204,0.012578905271945343,-0.1725503231600435,-0.03602244034346186,-0.17192644501341253,-0.035094534301724545,-0.027192628491564685,-0.004912649797319042
2021-04-07,0.22027134865925974,0.03721258986465641,0.05852629352056868,0.003386787582127529,0.060918627759159905,0.0036788136953104303,0.009803372476564935,0.004942894092017716
2021-05-06,-0.011792525290443475,-0.011248200114505766,0.05817221537907847,0.010539159589985383,0.05804609556551376,0.010854597737066426,0.01708749258989596,0.00891956491407088
2021-06-07,-0.01719450269183633,0.006549886021605265,-0.14617040738070186,-0.031330984936293216,-0.149087349006199,-0.030469102015700016,0.029308531493992474,0.0016788435151467492
2021-07-07,0.06003775959723097,0.012537589725426412,-0.12664739619295615,-0.015896996364307452,-0.1292231765452262,-0.01732635692327436,-0.0888837223523057,-0.008120313375494424
2021-08-05,0.03083435634656286,0.003574063172563563,-0.036298906612177495,-0.0037689698956798537,-0.03592536638625795,-0.0041471960271823975,0.015687557929538576,-0.0029910528729668144
2021-09-03,0.022537037900977327,-0.001487393680016616,0.10040245669645011,0.019738484459237766,0.10252862416342733,0.020995146668791397,0.004941509472730577,0.0016858433938469579
2021-10-05,0.073676099458222,0.02350102685693512,-0.0413643994604266,-0.01291235132808373,-0.04224761707051919,-0.01277886726362891,0.06942357933159564,-0.002570074236385063
2021-11-03,0.11794614870719036,0.02266397473767051,0.028494603610350267,0.011117840392989797,0.025157587393233368,0.01009972504925536,0.09031172300015732,0.03435100641822518
2021-12-03,-0.08698419407704601,-0.004665764923953569,0.2840651292734676,0.05206724869106667,0.28569216824802085,0.05206724869106667,0.11960847765274206,0.030147385630023192
2022-01-04,0.023505213742987224,0.008322920520492313,0.12329562164717794,0.018091914147461523,0.12417618145289884,0.016764339406497297,-0.027021496529755495,0.007934061419265073
2022-02-03,0.1271144775247388,0.030197716638260708,0.011265740766825367,0.006783853648925607,0.01139618657302332,0.0055101909624423046,-0.02485807128832688,-0.01845953973961339
2022-03-07,-0.13756771827264117,-0.03722448819134442,0.01779777904377591,0.0115365220776084,0.01859248035795291,0.01069524472841936,0.07502800361031142,0.02783101303295145
2022-04-05,0.13218647068857406,0.03513673742738542,0.1305936281493476,0.039409554660443914,0.13028190670219128,0.039409554660443914,0.04902783897838971,0.012564516379471528
2022-05-05,-0.01704122845125963,0.015036170177534516,0.055445368482863654,0.016359655340463162,0.054754448194703716,0.016359655340463162,0.017272768502914544,0.007069792418111306
2022-06-06,0.16998832838591685,0.04665598331466363,-0.1930977092270972,-0.03886677935394522,-0.19382711840388525,-0.03758594482651214,-0.15917485095271297,-0.028025360599915485
2022-07-07,-0.22247283009851324,-0.036199545679460605,0.08199946686315697,0.023763971386265285,0.08141130711363061,0.022941915154339514,0.07434507814833169,0.011983592054257267
2022-08-05,0.2028916995838278,0.034002823962455894,-0.23547485997548318,-0.04931274672464915,-0.23516216596851963,-0.05031555764696426,-0.1919645657154543,-0.02848350172301172
2022-09-06,0.05535093668303422,0.005961701694362026,-0.15191180600749454,-0.022147348957464764,-0.15068854143289248,-0.020844094969846797,8.2885572223757e-05,0.009567581251187469
2022-10-05,0.05926858072135211,0.01712026222377368,-0.14991595754794265,-0.04779303305794615,-0.1508563314725619,-0.04779303305794615,-0.13267647008851396,-0.043793799129361016
2022-11-03,-0.09353325273502824,-0.015209949121539362,0.21551529545699905,0.051887026097461375,0.2154071108337771,0.051876523192241765,0.2755621214447257,0.058016592328592784
2022-12-05,0.03533197741322558,0.008959045189300872,0.20260455953839449,0.03563440326151054,0.20118585555187146,0.03559534014864202,0.023242887407986877,0.006548646783877635
2023-01-05,-0.19507107852667077,-0.06714242447601118,0.3218918570222614,0.07578729850906096,0.3231951898508892,0.07578729850906096,0.23094958243100538,0.06517762768507307
2023-02-06,0.029014158628141468,0.0072326832103540226,-0.24288513539992945,-0.05155459974447356,-0.24237253595642125,-0.05199964890023464,-0.16170541767673094,-0.026468398247935752
2023-03-08,-0.01600971901085551,0.002431272856845898,-0.08286408500775394,-0.01190575659682007,-0.08456446402678328,-0.010484608471224469,0.014451878828785248,-0.0024828497450578267
2023-04-06,0.027113948129184568,0.007962408435643466,-0.10370757602796386,-0.027720623659274267,-0.10313892668459188,-0.02839316942398789,-0.12560638402058819,-0.030303868135555898
2023-05-08,-0.06842150456539463,-0.023500360405099903,0.18071500041285582,0.03243912978846526,0.18190659634877202,0.03243912978846526,0.044888502409163686,0.017486613432698347
2023-06-07,-0.008763256916818856,-0.011826086900517771,-0.08433263403297979,-0.013744793723312082,-0.08373919838061618,-0.011261959345276698,0.02793251556189222,0.007207512151625267
2023-07-10,-0.0019336021423704097,0.014672720028302222,0.12553136081319796,0.017867252987587373,0.12470388326338219,0.017739896031228098,0.01075650314119482,0.008781967128379435
2023-08-08,0.0631509902386729,0.014795199196059934,-0.24622795671856212,-0.041550463703655914,-0.24686131450223306,-0.0439430384287334,-0.08511017842959387,-0.02366971688678171
2023-09-07,0.1435304000138025,0.029380247260001914,-0.07564267906591558,-0.017118648118245573,-0.07613331492999542,-0.017118648118245573,-0.010420027432475566,-0.007118728504541802
2023-10-06,0.14296611485408164,0.03679261153375661,-0.03390455568878805,-0.02267687183339475,-0.03442560019323505,-0.022933830191080667,0.07333626115350815,0.013254313639778002
2023-11-06,-0.17708178689268678,-0.034431455853149905,0.1513383292285429,0.03203769405547421,0.15170116813467147,0.03203769405547418,0.10275764779303409,0.019407186410754916
2023-12-06,-0.07187032540057647,-0.01963978758834871,0.21954064828779862,0.04105642239457929,0.22046494499055466,0.041886133760461366,0.11139916769093443,0.020549433568143052
2024-01-08,0.19498294007502998,0.04782003901872359,-0.29982538577326434,-0.06924070558364039,-0.3006973919262965,-0.07055066927283665,-0.09353293946620563,-0.026146856752617898
2024-02-07,0.007963499279327596,0.007656690351809714,0.024676666550938763,0.009120450723048387,0.025632060688561102,0.008640973290352336,-0.025663105557662894,0.004497146419182897
2024-03-08,-0.03530503154805342,-0.008332686979457101,0.15714809618888506,0.029628035382054715,0.15729955224678338,0.029628035382054708,-0.03159859253818531,-0.003020882505676701
2024-04-09,0.030232555693349195,0.008899326400708545,0.0015838905560867447,-0.0019658393093382152,0.00014873298222251673,-0.0019658393093382118,0.01460307619583719,0.004339767096170958
2024-05-08,-0.040336884228583884,0.00010339153440463208,-0.09017747681281342,-0.010941652483347839,-0.09092440097753503,-0.014729347479681097,0.08155361484778652,0.019239215263832602
2024-06-07,0.04070506714085113,0.007049140767002155,-0.07020276978715273,-0.012158362184706359,-0.07208957653999531,-0.013613134607096193,-0.030718340856150713,-0.009230953113076578
2024-07-10,0.046662795180991624,0.013704635365104221,0.020224106978566334,0.0002569497151314582,0.020809786212623457,0.001447703735233826,-0.03872948596345903,-0.002423135303451767
2024-08-08,-0.04072711374753963,-0.009654319412932693,-0.07706803523409927,-0.015868544684471093,-0.07767570841682604,-0.017404937112273308,-0.06563820516260462,-0.010191618436934887
2024-09-09,-0.06118241533207457,-0.034753917497912706,-0.007859790539132605,-0.018034003691979238,-0.007871355432329785,-0.01732102851916479,0.03476365681622562,0.0025878603081902346
2024-10-08,-0.028929580332742632,-0.016915051349944372,0.010851793622002706,-0.013921987857954465,0.011485178040498194,-0.013921987857954465,-0.018506927810229206,-0.000876001424517471
2024-11-06,-0.010619050146409485,-0.009228681096347776,-0.1689254004499157,-0.018517092750390755,-0.16972244875874623,-0.018517092750390755,-0.06578922165321921,-0.024898043339037647
2024-12-06,0.011302382765436459,0.00515760768334738,0.040088914978643586,0.010499512105206887,0.03907353547875955,0.010580345687231214,0.05639461545065122,0.007996225569891581
2025-01-08,0.06771936168167368,0.01553392296007787,-0.1391215409357926,-0.048383246114713424,-0.1399267190039211,-0.04742709746436058,-0.009691767452048479,-0.008976027575466668
2025-02-10,0.01919947817443672,0.010328453304148014,0.1190670583078358,0.04806122042162383,0.11988366023505102,0.04806122042162385,0.002017994159500894,0.013406422094833371
2025-03-12,0.04112441373035664,0.00941256977843237,-0.1943607955595868,-0.04921080492710151,-0.19510763034737968,-0.04818537407352253,-0.021196511541030146,-0.006780265920221268
2025-04-10,-0.1244082224245764,-0.03853025950053893,0.16339907747237942,0.05152649088863266,0.16368763191306038,0.0516305003634666,0.06569586299201909,0.028684071311218085
2025-05-12,-0.15205100345087244,-0.02816922021807055,-0.0371700245077477,-0.004126008299806187,-0.038500088101413275,-0.003866053349770856,-0.0377268876008771,-0.011251908746827482
2025-06-11,-0.1466142683788532,-0.043656213727690796,0.1688237959731108,0.02807228143604361,0.16857643658526447,0.029714471472125362,0.08253136046982473,0.006538444679370564
2025-07-14,0.013085587575820568,0.00028605598403036794,-0.06909338155567846,-0.01543698221922355,-0.0697526535875613,-0.015436982219223554,-0.06961260083232729,-0.03205125531565378
2025-08-12,0.12413260197640504,0.021783592844852376,0.2167122775357071,0.025864751919646548,0.21687750562962788,0.027537533318870815,0.11187891333041748,0.01961951418657777
2025-09-11,-0.08992164128465809,-0.021425047104354996,-0.014062478487739734,0.001984209979216091,-0.016640606099942765,0.0004900288946863493,-0.051585859241470335,-0.013599256214918764
2025-10-10,0.03137908585432438,0.008992590631109021,0.02595445596354274,0.003760398915496694,0.02425707716484636,0.004887038258785278,-0.05942148638216117,-0.02307868185350111
2025-11-10,0.008868853394069204,-0.008529302222085918,0.30870275415936477,0.059357054384669476,0.30937639522373733,0.0583572600345085,0.08280312576345479,0.015932552789795076
2025-12-10,0.02506290125036867,-0.0020863705852995212,0.033717771292020415,0.005833971033554649,0.03314937552494629,0.004906603837723188,0.05689262836095282,0.026993396017725237
2026-01-12,0.09593674095178308,0.038531353590120096,0.0715616292826617,-0.004578629650283866,0.07108047420141488,-0.004578629650283866,-0.0635393211371978,-0.024453116647607454
2026-02-11,-0.04386747146988588,-0.026548857334363303,-0.15507546830187321,-0.03492608910554246,-0.1554705098820395,-0.03299727110161259,-0.09227475531361541,-0.01649613469643634
2026-03-13,0.13046116184464737,0.028877201362602124,0.15233696134784538,0.03382320640106852,0.15072799491197966,0.0324611827629711,0.09857261829047316,0.02668499396336837
2026-04-14,0.05240046560186241,-0.011328696752695282,0.020594578378313515,0.024794853875622164,0.017430789723158892,0.015504728212760732,0.011525278377720195,0.01304261666726312
2026-05-13,0.12515797860781802,0.0358727535001872,0.15421725378467777,0.05214968269501813,0.15665509331916844,0.05544858326585273,0.12914967907620936,0.03788927063894094
2026-06-12,-0.15338562931432123,-0.01136790308966986,0.03384877384047604,0.001596007316694355,0.03393026874221837,0.001596007316694355,-0.03933274803563954,-0.004290756960268925
